,COW,Old Coup ID#,New Coup ID#,country,Month,Day,Year,Coup ID Type,Description of Event,Milan Description,Realized,Unrealized,Removed/ Targeted Name,Removed Title/ Position,Initiator/ Suspected,Ascended Name/ Suspected,Ascended/ Suspected Title/ Position,Event Summary,iso2,continent,datetime
706,436,43610583,43610051983,Niger,10,5,1983,,Attempted Coup,0,0,1,Seymi Kountche,president of the Supreme Military Council junta,"incl. Mahamane Sidikou, Lt. Amadou Dumarou",.,.,Kountche faced a third attempt against his regime from several individuals including some military officers.,NG,AF,10/5.0/1983.0
707,436,43612796,43601271996,Niger,1,27,1996,,Coup,Coup,1,0,Mahamne Ousmane,president,Col. Ibrahim Barre Mainassara,Mainassara,National Salavation Council junta chairman,Deadlock between the president and the prime minister was cited by the military for overthrowing the civilian president. Mainassara seated himself as chairman of the National Salvation Council.,NG,AF,1/27.0/1996.0
708,436,4361.1998,43601001998,Niger,1,0,1998,,Conspiracy Coup,0,0,1,Mainassara,president,Hama Amadou,.,.,Hama Amadou conspired against president Mainassara.,NG,AF,1/0.0/1998.0
709,436,4364999,43604091999,Niger,4,9,1999,,Coup,0,1,0,Mainassara,president,Maj. Dauda Malam Wanke,Dauda Malam Wanke,National Reconciliation Council junta chairman,Mainassara attempted to cancel elections in which his party lost. Shortly after new elections were called Mainassara was killed in a military coup. Wanke seated himself as chairman of the National Reconciliation Council.,NG,AF,4/9.0/1999.0
710,475,47510162,47510011962,Nigeria,10,1,1962,,Conspiracy Coup,0,0,1,Nnamdi Azikiwe,governor-general,"Chief Enahoro, Samuel Ikoka, Aye Adabaujo",.,.,The governor-general faced a conspiracy from opposition forces excluded from the developing post-colonial government. Several leaders were arrested and tried.,NG,AF,10/1.0/1962.0
711,475,47511566,47501151966,Nigeria,1,15,1966,,Coup,Coup,1,0,Nnamdi Azikiwe and Balewe,president/prime minister,Maj. Nzeogwu,Johnson Aguiyi-Ironsi,head of the Federal Military Government,"The government could not control the ethnic violence on-going in the country and the thus the military initiated a purging coup designed to eradicate the civilian elements. Eventually, General Ironsi took the reigns of a new military government with the goal of restoring order.",NG,AF,1/15.0/1966.0
712,475,47572966,47507291966,Nigeria,7,29,1966,,Coup,Coup,,,Johnson Aguiyi-Ironsi,head of the Federal Military Government,Lt. Col Yakubu Gowon; Hausa army officers,Yakubu Gowon,head of the Federal Military Government,Army officers from north overthrew and murdered Nzeogwu. The army chief of staff Gowon became the new military president.,NG,AF,7/29.0/1966.0
713,475,47572975,47507291975,Nigeria,7,29,1975,,Coup,Coup,1,0,Yakubu Gowon,head of the Federal Military Government,Gen. Murtala Ramat Mohammed,Murtala Mohammed,head of the Federal Military Government,A number of scandels including a massive cement contract mistake combined with Gowon's declaration he intended to stay in power led to a coup when Gowon left the country. Murtala became the leader of the military government.,NG,AF,7/29.0/1975.0
714,475,47521376,47502131976,Nigeria,2,13,1976,,Attempted Coup,0,0,1,Murtala Mohammed,head of the Federal Military Government,LTC Bukar Dimka,Obasanjo,head of the Federal Military Government,Murtala Mohammed was killed in a attempted coup by dissident military officers. His deputy president took over in his absence.,NG,AF,2/13.0/1976.0
715,475,475123183,47512311983,Nigeria,12,31,1983,,Coup,Coup,1,0,Shehu Shagari,president,MG Mohammed Buhari,Buhari,Supreme Military Council Chairman,Religious and political violence coupled with economic decline prompted a military coup by Buhari. Buhari established himself as the chairman of the Supreme Military Council.,NG,AF,12/31.0/1983.0
716,475,47510.1984,47510001984,Nigeria,10,0,1984,,Conspiracy Coup,0,0,1,Buhari,Supreme Military Council Chairman,unspecified,.,.,Buhari's military regime was conspired against by unknown individuals.,NG,AF,10/0.0/1984.0
717,475,47582785,47508271985,Nigeria,8,27,1985,,Coup,Coup,1,0,Buhari,Supreme Military Council Chairman,MG Ibrahim Babangida,Babangida,Armed Forces Ruling Council junta chairman,"Corruption, deteriorating economic conditions led the Supreme Military Council to overthrow Buhari. Babandgida formed a new junta called the Armed Forces Ruling Council in the aftermath.",NG,AF,8/27.0/1985.0
718,475,47512.1985,47512001985,Nigeria,12,0,1985,,Conspiracy Coup,0,0,1,Babangida,Armed Forces Ruling Council junta chairman,incl. MG Vatsa,.,.,Several officers including Vatsa attempted to overthrow Babangida.,NG,AF,12/0.0/1985.0
719,475,47542290,47504221990,Nigeria,4,22,1990,,Attempted Coup,0,0,1,Babangida,Armed Forces Ruling Council junta chairman,Maj. Gideon Okar,.,.,Maj. Okar nearly overthrew the Babangida military junta. The coup was initiated because of the regime's authoritarian and corrupt tendencies. Okar was stopped by loyal troops.,NG,AF,4/22.0/1990.0
720,475,47582693,47508261993,Nigeria,8,26,1993,,Coup,Revolt,1,0,Babangida,Armed Forces Ruling Council junta chairman,popular uprising,Ernest Shonekan,interim president,Repeated anullments of elections led to political violence and severe strikes. This environment forced the military regime to resign and hand power over to a civilian interim government.,NG,AF,8/26.0/1993.0
721,475,47511.1993,47511171993,Nigeria,11,17,1993,,Coup,Coup,1,0,Ernest Shonekan,interim president,Gen. Sanni Abacha,Abacha,provisional ruling council chairman,"Political and economic stalemate in the country led to General Abacha, Shonekan's defense minister, to overthrow him and cancel the budding civilian government.",NG,AF,11/17.0/1993.0
722,475,47531495,47503141995,Nigeria,3,14,1995,,Conspiracy Coup,0,0,1,Abacha,provisional ruling council chairman,incl. Gen. Obasanjo,.,.,General Obasanjo allegedly conspired against the Abacha regime and was later arrested.,NG,AF,3/14.0/1995.0
723,475,475122297,47512221997,Nigeria,12,22,1997,,Conspiracy Coup,0,0,1,Abacha,provisional ruling council chairman,"incl. LTG Diya, MG Adisa, MG Olarenwaju",.,.,Several officers were arrested for their conspiracy against the military leader.,NG,AF,12/22.0/1997.0
724,475,47533004,47503302004,Nigeria,3,30,2004,,Conspiracy Coup,0,0,1,Olusen gun Obasanjo,president,Maj. Hamza al-Mustapha; Lt-Col. Mohammed ibn Umar Adeka; Onwuchekwa Okorie; Navy Com.Yakubu Kudambo,.,.,Military officers and civilians plotted a coup against the Obasanjo regime.,NG,AF,3/30.0/2004.0
725,371,3712591,37102051991,North Korea,2,5,1991,,Conspiracy Coup,0,0,1,Kim Il Song,Supreme Leader,unspecified,.,.,A conspiracy by unspecified individuals against the government was unveiled and stopped.,,,2/5.0/1991.0
726,371,371..1992,37100001992,North Korea,0,0,1992,,Conspiracy Coup,0,0,1,Kim Il Song,Supreme Leader,unspecified,.,.,Unspecified individuals conspired to overthrow the communist government and its leader Kim Il Song.,,,0/0.0/1992.0
727,678,67821748,67802171948,North Yemen,2,17,1948,,Attempted Coup,0,0,1,Yahya Muhaamad Hamid ed-Din,religious and royal ruler,Al-Qardaei of the Bani Murad tribe,Sayf-ul Islam Ahmad bin Yahya,religious and royal ruler,A failed coup attempt from Bani Murad tribe succeeded in only assassinating the Imam. Bin Yahya succeeded him on the throne.,,,2/17.0/1948.0
728,678,6784655,67804061955,North Yemen,4,6,1955,,Attempted Coup,0,0,1,Sayf-ul Islam Ahmad bin Yahya,religious and royal ruler,"Seif el Islam Abdullah, Seif el Islam Abbas",.,.,Bin Yahya faced a coup attempt from several military officers and his brothers. The loyalists violently ended the attempt.,,,4/6.0/1955.0
729,678,67892962,67809291962,North Yemen,9,29,1962,,Coup,0,1,0,Muhammad al-Badr,religious and royal ruler,Col. Abdullah Sallal,Abdullah Sallal,president,A military coup deposed al-Badr and ended the monarchy. Sallal became the president of his new declared republic.,,,9/29.0/1962.0
730,678,67811567,67811051967,North Yemen,11,5,1967,,Coup,Coup,1,0,Abdullah Sallal,president,"LTC Iriani, LIC al Rohoumi, Col. Baider",Abdul Rahman al-Iryani,president,A dissident army officer led a successful coup against Sallal. Al-Iryani took power as president.,,,11/5.0/1967.0
731,678,67812669,67801261969,North Yemen,1,26,1969,,Conspiracy Coup,0,0,1,Abdul Rahman al-Iryani,president,Maj. Abdel Raqeb Abdul Wahab,.,.,Major Wahab conspired against President al-Iryani.,,,1/26.0/1969.0
732,678,67861374,67806131974,North Yemen,6,13,1974,,Coup,Coup,1,0,Abdul Rahman al-Iryani,president,Col. Ibrahim Mohammed al Hamadi,al Hamadi,president,Al Hamadi launched what he termed to be a corrective revolution aimed at fixing the uneven development of the nation since the declaration of a republic.,,,6/13.0/1974.0
733,678,678101578,67810151978,North Yemen,10,15,1978,,Attempted Coup,0,0,1,Ali Abdullah Saleh,president,"Majs. Fallah, Nassar, el Razi",.,.,Two majors attempted to overthrow Saleh.,,,10/15.0/1978.0
734,698,69872370,69807231970,Oman,7,23,1970,,Coup,Coup,1,0,Said bin Taimur,royal ruler,Qabas bin Said,Qabas bin Said,royal ruler,"Qabas bin Said, the king's son suffered greatly under his father's paranoid rule and eventually overthrew him, taking the throne for himself.",OM,AS,7/23.0/1970.0
735,698,69812605,69801262005,Oman,1,26,2005,,Conspiracy Coup,0,0,1,Qabas bin Said,royal ruler,members of the Ibadi society,.,.,The Ibadi society allegedly conspired to overthrow Said.,OM,AS,1/26.0/2005.0
736,770,7703951,77003091951,Pakistan,3,9,1951,,Conspiracy Coup,0,0,1,Liaquat Ali Khan,prime minister,"Maj-Gen. Akbar Khan, Faiz Ahmed Faiz, Brig. M. A. Latif",.,.,"Left wing politics, frustration with cease-fire with India and the moderate policies of Khan spurred a military and civilian conspiracy to overthrow the government in favor of a communist regime. Several individuals were arrested after the plot was betrayed.",PK,AS,3/9.0/1951.0
737,770,77010758,77010071958,Pakistan,10,7,1958,,Coup,auto-coup,1,0,Khan Noon,prime minister,Iskander Mirza,Iskander Mirza,president,"President Mirza suspended the constitution, dissolved the legislature and assumed total power as his political grip on power was challenged by deadlock, betrayal, and challenges internally and externally to his foreign policy.",PK,AS,10/7.0/1958.0
738,770,770102858,77010281958,Pakistan,10,28,1958,,Coup,0,1,0,Iskander Mirza,president,Gen. Mohammed Ayub Khan,Ayub Khan,president/dictator,When Mirza attempted to temper the authority of the army by creating divisions in the organization in the wake of Mirza's decision to declare martial law his power-hungry rival in the military overthrew him.,PK,AS,10/28.0/1958.0
739,770,77032569,77003251969,Pakistan,3,25,1969,,Coup,Revolt,1,0,Ayub Khan,president/dictator,popular uprising,Yahya Khan,president/dictator,Mass protests over prices of goods forced Ayub Khan to hand power to Yahya Khan.,PK,AS,3/25.0/1969.0
740,770,770122071,77012201971,Pakistan,12,20,1971,,Coup,0,1,0,Yahya Khan,president/dictator,Bhutto,Bhutto,president/dictator,Demonstrations and threats of a military coup forced the resignation and transfer of power to Bhutto. Khan was placed under house arrest afterwards.,PK,AS,12/20.0/1971.0
741,770,7707577,77007051977,Pakistan,7,5,1977,,Coup,0,1,0,Bhutto,president/dictator,Gen. Mohammed Zia ul-Haq,Zia,president/dictator,"When the ruling leftist party won elections the rightist alliance declared fraud. Political unrest ensued with help from the United States. General Zia overthrew the government in the name of restoring order and to a lesser degree, defeating the leftist influences in the nation. Zia became the military president.",PK,AS,7/5.0/1977.0
742,770,7701.1984,77001001984,Pakistan,1,0,1984,,Attempted Coup,0,0,1,Zia,president/dictator,unspecified,.,.,Zia faced a coup attempted from uspecified individuals,PK,AS,1/0.0/1984.0
743,770,7709.1995,77009001995,Pakistan,9,0,1995,,Conspiracy Coup,0,0,1,Benzair Bhutto,prime minister,BG Billa or MG Abbasi,.,.,Corruption and a desire to impose a hardline islamic state backed by the military inspired a number of military intelligence officers to attempt a coup. They were found out by other members of the intelligence service.,PK,AS,9/0.0/1995.0
744,770,770101299,77010121999,Pakistan,10,12,1999,,Coup,0,1,0,Nawaz Sharif,prime minister,Gen. Musharraf,Musharraf,president,"Sharif fired Musharraf for the defeat in the Kargil war and tried to prevent his return to the country. When hearing this news, the military disposed of Sharif and civilian government.",PK,AS,10/12.0/1999.0
745,95,95112049,9511201949,Panama,11,20,1949,,Coup,,1,0,Daniel Chanis Pinzon,president,Lt-Col. Jose Remon,Roberto Francisco Chiari Ramon,millitary president,Chanis was overthrown when he did not invalidate a supreme court ruling against powerful business families in Panama. His resignation was forced by the threat of violence and Ramon took power.,PA,NA,11/20.0/1949.0
746,95,955851,9505081951,Panama,5,8,1951,,Coup,0,1,0,Pres. Arnulfo Arias,president/dictator,police and wealthy families,Alcibiades Arosemna,president,"Arias attempted to extend his rule, dissolve congress, and create secret police force to consolidate power in Panama over the traditional elites. This effort backfired and resulted in his ousting by the police under the direction of the elites.",PA,NA,5/8.0/1951.0
747,95,9542059,9504261959,Panama,4,26,1959,,Conspiracy Coup,0,0,1,Ernesto de la Guardia,president,"Roberto Arias, Margot Fonteyn",.,.,A diplomat attempted a coup with the aid of Cuba and Fidel Castro against Ernesto. The coup was repelled with aid from the United States.,PA,NA,4/26.0/1959.0
748,95,95101168,9510111968,Panama,10,11,1968,,Coup,,1,0,Arnulfo Arias,president,LTC Omar Torrijos,omar Torrijos,military leader,Arias is overthrown when he attempted to reassign Torrijos to a position where he would miss out on bribes. Torrijos appoints a puppet president and retains most of the executive power in the country.,PA,NA,10/11.0/1968.0
749,95,95121469,9512141969,Panama,12,14,1969,,Attempted Coup,0,0,1,omar Torrijos,military leader,Col. Silvero & LTC Sanjur,.,.,Two military officers attempted to overthrow military leader Torrijos. Their efforts were defeated.,PA,NA,12/14.0/1969.0
750,95,9573181,9507311981,Panama,7,31,1981,,Coup,,1,0,Aristides Royo,president,Col. Florez Aguilar,Arguliar,military leader,After the death of Torrijos power was supposed to transition to civilian Royo but instead the military seized on the power vacuum and Aguilar ascended to Torrijos' previous position as military leader and Royo again found himself in a puppet presidency.,PA,NA,7/31.0/1981.0
751,95,953382,9503031982,Panama,3,3,1982,,Coup,,1,0,Arguliar,military leader,Gen. Dario Peredes,Dario Peredes,military leader,Peredes seized power of the national guard from Arguliar and assumed his position as the military leader of the nation.,PA,NA,3/3.0/1982.0
752,95,9573082,9507301982,Panama,7,30,1982,,Coup,,1,0,Aristides Royo,president,Dario Peredes,Dario Peredes,military leader,Peredes forced his puppet president to resign under threat of violence. This forced removal was related to an internal power struggle.,PA,NA,7/30.0/1982.0
753,95,9591483,9509141983,Panama,9,14,1983,,Conspiracy Coup,0,0,1,Manuel Noriega,military leader,Col. Diaz Herrera,.,.,Col. Herrera conspired against the military leader Noriega.,PA,NA,9/14.0/1983.0
754,95,9531688,9503161988,Panama,3,16,1988,,Attempted Coup,0,0,1,Manuel Noriega,military leader,Col. Lenida Macias,,,"Noriega faced an attempt to unseat him from power from his military. As a result, Noriega appointed only his hardliners and closest inner circle to power around him.",PA,NA,3/16.0/1988.0
755,95,9510389,9510031989,Panama,10,3,1989,,Attempted Coup,0,,,Manuel Noriega,military leader,Maj. Moises Giroldi Vega,.,.,A Major in the PDA attempted to overthrow Noriega. An elite unit of Noriega's successfully ended the attempt.,PA,NA,10/3.0/1989.0
756,95,95122189,9512211989,Panama,12,21,1989,,Coup,Foreign,1,0,Manuel Noriega,military leader,US invasion force,Guilliermo Endara,president,"When Noriega's forces killed an American soldier the long course of deteriorating relations between the United States, its CIA, and Panamaian government came to a head with a US invasion aimed at ousted Noriega. The regime change was successful and the presidential candidate who's election had been stolen from him, Endara, took office in the aftermath.",PA,NA,12/21.0/1989.0
