,Unnamed: 0,COW,Old Coup ID#,New Coup ID#,country,month,day,year,coup_id,event,Milan Description,realized,Unrealized,Removed/ Targeted Name,Removed Title/ Position,Initiator/ Suspected,Ascended Name/ Suspected,Ascended/ Suspected Title/ Position,Event Summary,iso2,continent,datetime,date
523,524,630.0,63052884,63005281984.0,Iran,5,28,1984,,attempted coup,0,No,1.0,Ayatollah Khomeini,religious ruler,unspecified,.,.,The Islamic government faced another coup attempt from unspecified individuals.,IR,AS,1984-05-01,1984-5
525,526,645.0,64571458,64507141958.0,Iraq,7,14,1958,,coup,0,Yes,0.0,Faisal II,royal ruler,General Abd al-Karim Qasim,Qasim,prime minister/dictator,Qasim overthrew the monarchy by military coup. He declared the nation a republic and became the prime minister.,IQ,AS,1958-07-01,1958-7
526,527,645.0,64512858,64512081958.0,Iraq,12,8,1958,,conspiracy coup,0,No,1.0,Qasim,prime minister/dictator,Nassirite foreigners,.,.,Qasim revealed a plot by those allied with Egypt's Nasser to overthrow the Iraqi government.,IQ,AS,1958-12-01,1958-12
527,528,645.0,64531059,64503101959.0,Iraq,3,10,1959,,attempted coup,0,No,1.0,Qasim,prime minister/dictator,Arab nationalist rebels led by Col. Abd al-Wahab al-Shawaf,.,.,Arab Nationalists stirred up a revolt in Mosul and Col. Shawaf led a coup-attempt in Baghdad. The revolt was put down.,IQ,AS,1959-03-01,1959-3
528,529,645.0,6452863,64502081963.0,Iraq,2,8,1963,,coup,0,Yes,0.0,Qasim,prime minister/dictator,Baathist rebel generals Ahmed Hassan al-Bakr and Abdul Salam Arif,Abdul Salam Arif,president/dictator,Baathist generals overthrew Qasim government because of its relationship with Iraqi communists and external forces. Arif became the president but Baathist Bakr was the virtual executive as the prime minister.,IQ,AS,1963-02-01,1963-2
529,530,645.0,645111163,64511111963.0,Iraq,11,11,1963,,coup,0,Yes,0.0,Hassan al-Bakr,prime minister/dictator,Nasserite elements in the army,Abdul Salam Arif,president/dictator,The military abducted the prime minister Al-Bakr and other left nationalist elements and removed them from power.,IQ,AS,1963-11-01,1963-11
530,531,645.0,645111363,64511131963.0,Iraq,11,13,1963,,attempted coup,0,No,1.0,Abdul Salam Arif,president/dictator,Baathist elements,.,.,Fractionalism in between the Nasserites and the Iraqi nationalists in the Baath Party came to a head when the left nationalist elements attempted a counter coup.,IQ,AS,1963-11-01,1963-11
531,532,645.0,645111863,64511181963.0,Iraq,11,18,1963,,coup,0,Yes,0.0,Abdul Salam Arif,president/dictator,Abdul Salam Arif,Abdul Salam Arif,president/dictator,"Threatened by the remainder of the Baath party and moving to consolidate this Nasserite Arab Nationalism, Arif launches a coup against the remainder of the Baath Party in power.",IQ,AS,1963-11-01,1963-11
532,533,645.0,6459564,64509051964.0,Iraq,9,5,1964,,attempted coup,0,No,1.0,Abdul Salam Arif,president/dictator,BG Bakr,.,.,Bakr attempts to overthrow Arif.,IQ,AS,1964-09-01,1964-9
533,534,645.0,64562365,64506231965.0,Iraq,6,23,1965,,attempted coup,0,No,1.0,Abdul Salam Arif,president/dictator,unspecified,.,.,unspecified individuals attempted to overthrow the government,IQ,AS,1965-06-01,1965-6
534,535,645.0,64563065,64506301965.0,Iraq,6,30,1965,,attempted coup,0,No,1.0,Abdul Salam Arif,president/dictator,unspecified,.,.,unspecified individuals attempted to overthrow the government,IQ,AS,1965-06-01,1965-6
535,536,645.0,64582165,64508211965.0,Iraq,8,21,1965,,attempted coup,0,No,1.0,Abdul Salam Arif,president/dictator,Col. Salem al Fakhry,.,.,Col. Fakhry attempted to overthrow Arif,IQ,AS,1965-08-01,1965-8
536,537,645.0,6458.1965,64508001965.0,Iraq,8,0,1965,,attempted coup,0,No,1.0,Abdul Salam Arif,president/dictator,unspecified,.,.,unspecified individuals attempted to overthrow the government,IQ,AS,1965-08-01,1965-8
537,538,645.0,64591665,64509161965.0,Iraq,9,16,1965,,attempted coup,0,No,1.0,Abdul Salam Arif,president/dictator,Brig. Aref Abdul Razzak,.,.,Brig. Razzak attempted to overthrow Arif.,IQ,AS,1965-09-01,1965-9
538,539,645.0,64563066,64506301966.0,Iraq,6,30,1966,,attempted coup,0,No,1.0,Abdul Rahman Arif,president/dictator,BG Aref Abdul Razzak,.,.,Gen. Razzak again attempts to overthrow the Rahman Arif government. Fighting ensues and leaves several dead.,IQ,AS,1966-06-01,1966-6
539,540,645.0,64571768,64507171968.0,Iraq,7,17,1968,,coup,0,Yes,0.0,Abdul Rahman Arif,president/dictator,Hassan al-Bakr and Baathists,Hassan al-Bakr,president,"Seeking to avenge the coup and purge by the Nasserites years ago, the Baathists led by Bakr and others ousted Arif. Bakr became president.",IQ,AS,1968-07-01,1968-7
540,541,645.0,64573168,64507311968.0,Iraq,7,31,1968,,coup,auto-coup,Yes,0.0,Abd ar-Razzaq an-Naif,prime minister,president Hassan al-Bakr,Hassan al-Bakr,dictator,Bakr purges the military branch which brought him and the baath party to power by removing an-Naif from the Prime Minister position. Bakr consolidates his position as the head of the government and the head of nation.,IQ,AS,1968-07-01,1968-7
541,542,645.0,64510668,64510061968.0,Iraq,10,6,1968,,attempted coup,0,No,1.0,Hassan al-Bakr,dictator,"Gen. Abdul Hadi al Rawi, Gen. Razzak",.,.,Gen. Razzak and Gen. al Rawi attempted to overthrow Bakr. They failed.,IQ,AS,1968-10-01,1968-10
542,543,645.0,64512070,64501201970.0,Iraq,1,20,1970,,conspiracy coup,0,No,1.0,Hassan al-Bakr,dictator,Maj.Gen. Abdul Ghani al Rawi,.,.,General al Rawi conspired to overthrow Bakr.,IQ,AS,1970-01-01,1970-1
543,544,645.0,64563073,64506301973.0,Iraq,6,30,1973,,attempted coup,0,No,1.0,Hassan al-Bakr,dictator,Col. Nazem Kazzar,.,.,Col. Kazzar attempted to overthrow Saddam Hussein,IQ,AS,1973-06-01,1973-6
544,545,645.0,64572879,64507281979.0,Iraq,7,28,1979,,attempted coup,0,No,1.0,Saddam Hussein,dictator,"incl. A. Hussein al-Hamdani, M.A.H. Mashhadi, M. Mahjoub, M. Ayesh, G. Abdel-Jalil",.,.,Several individuals attempted to overthrow Saddam Hussein,IQ,AS,1979-07-01,1979-7
545,546,645.0,6458.1984,64508001984.0,Iraq,8,0,1984,,attempted coup,0,No,1.0,Saddam Hussein,dictator,"Kurds, Iraqi army and air force personnel",.,.,Up to 500 conspirators using armed militias and fighter jets attempted to oust Saddam Hussein. The attempt failed.,IQ,AS,1984-08-01,1984-8
546,547,645.0,645122084,64512201984.0,Iraq,12,20,1984,,attempted coup,0,No,1.0,Saddam Hussein,dictator,unspecified,.,.,Unspecified individuals attempted to overthrow Saddam Hussein,IQ,AS,1984-12-01,1984-12
547,548,645.0,6459.1991,64509001991.0,Iraq,9,0,1991,,attempted coup,0,No,1.0,Saddam Hussein,dictator,Sa'adoun Hammadi,.,.,Hammadi attempted to overthrow Saddam Hussein,IQ,AS,1991-09-01,1991-9
548,549,645.0,64512.1991,64512001991.0,Iraq,12,0,1991,,attempted coup,0,No,1.0,Saddam Hussein,dictator,unspecified,.,.,Unspecified individuals attempted to overthrow the Saddam Regime.,IQ,AS,1991-12-01,1991-12
549,550,645.0,64521992,64502191992.0,Iraq,2,19,1992,,conspiracy coup,0,No,1.0,Saddam Hussein,dictator,BG Jasim Ali,.,.,General Ali conspired to overthrow Saddam.,IQ,AS,1992-02-01,1992-2
550,551,645.0,6456.1992,64506001992.0,Iraq,6,0,1992,,attempted coup,0,No,1.0,Saddam Hussein,dictator,unspecified,.,.,Unspecified persons tried to oust Saddam,IQ,AS,1992-06-01,1992-6
551,552,645.0,64512.1992,64512001992.0,Iraq,12,0,1992,,conspiracy coup,0,No,1.0,Saddam Hussein,dictator,unspecified,.,.,Unspecified individuals conspired to overthrow Saddam.,IQ,AS,1992-12-01,1992-12
552,553,645.0,6451.1995,64501001995.0,Iraq,1,0,1995,,conspiracy coup,0,No,1.0,Saddam Hussein,dictator,unspecified,.,.,Unspecified individuals conspired to ousted Hussien,IQ,AS,1995-01-01,1995-1
553,554,645.0,6453595,64503051995.0,Iraq,3,5,1995,,conspiracy coup,0,No,1.0,Saddam Hussein,dictator,Maj.Gen.(retd) Wafiq Samaraii,.,.,Retired General Samarii conspired to overthrow Saddam.,IQ,AS,1995-03-01,1995-3
554,555,645.0,64551495,64505141995.0,Iraq,5,14,1995,,attempted coup,0,No,1.0,Saddam Hussein,dictator,Gen. Mohammad Mazlum al-Dulaimi,.,.,General al Dulaimi attempted to overthrow Saddam Hussein.,IQ,AS,1995-05-01,1995-5
555,556,645.0,6457.1996,64507001996.0,Iraq,7,0,1996,,conspiracy coup,0,No,1.0,Saddam Hussein,dictator,unspecified,.,.,Unspecified individuals conspired to takeover the government.,IQ,AS,1996-07-01,1996-7
556,557,645.0,6451.2,64501002000.0,Iraq,1,0,2000,,conspiracy coup,0,No,1.0,Saddam Hussein,dictator,BG Abd al-Karim al-Dulaymi,.,.,General al-Dulaymi conspired to overthrow the Hussein government.,IQ,AS,2000-01-01,2000-1
557,558,645.0,6455103,64505012003.0,Iraq,5,1,2003,,coup,Foreign,Yes,0.0,Saddam Hussein,dictator,US invasion force,Coalition Provisional Authority,.,A US invasion force ousted Saddam Hussein because of fears of WMD proliferation. A provisional authority took over.,IQ,AS,2003-05-01,2003-5
558,559,325.0,32562247,32506221947.0,Italy,6,22,1947,,conspiracy coup,0,No,1.0,Alcide De Gasperi,Prime Minister,"Giuseppi Pizzirani, underground facsist organization",.,.,An underground fascist group conspired to overthrow the Italian government.,IT,EU,1947-06-01,1947-6
559,560,325.0,32512770,32512071970.0,Italy,12,7,1970,,conspiracy coup,0,No,1.0,Emilio Colombo,Prime Minister,fascists,.,.,Another fascist group conspired and nearly attempted a coup against the government. Their plot was uncovered and aborted.,IT,EU,1970-12-01,1970-12
560,561,325.0,32512773,32512071973.0,Italy,12,7,1973,,conspiracy coup,0,No,1.0,Mariano Rumor,Prime Minister,unspecified,.,.,Unspecified individuals conspired to overthrow the Italian government.,IT,EU,1973-12-01,1973-12
561,562,325.0,3257974,32507091974.0,Italy,7,9,1974,,conspiracy coup,0,No,1.0,Mariano Rumor,Prime Minister,unspecified,.,.,Unspecified individuals conspired to overthrow the Italian government.,IT,EU,1974-07-01,1974-7
562,563,325.0,3258.1974,32508001974.0,Italy,8,0,1974,,conspiracy coup,0,No,1.0,Mariano Rumor,Prime Minister,unspecified,.,.,Unspecified individuals conspired to overthrow the Italian government.,IT,EU,1974-08-01,1974-8
563,564,325.0,32510.1993,32510001993.0,Italy,10,0,1993,,conspiracy coup,0,No,1.0,Carlo Azeglio Ciampi,Prime Minister,Gen. Franco Monticone,.,.,General Monticone allegedly conspired to overthrow the Italian government.,IT,EU,1993-10-01,1993-10
564,565,51.0,516.198,5106001980.0,Jamaica,6,0,1980,,conspiracy coup,0,No,1.0,Michael Manley,Prime Minister,26 armed forces officers incl. H. Charles Johnson,.,.,26 armed forces officers were charged with conspiring to overthrow the Manley government.,JM,NA,1980-06-01,1980-6
565,566,663.0,66341457,66304141957.0,Jordan,4,14,1957,,attempted coup,0,No,1.0,Hussein,royal ruler,pro-egyptian armed forces incl. Maj-Gen. Abu Nuwar,.,.,Pro-Egpytian elements of the armed forces attempted to overthrow the King.,JO,AS,1957-04-01,1957-4
566,567,663.0,6636.1957,66306001957.0,Jordan,6,0,1957,,attempted coup,0,No,1.0,Hussein,royal ruler,communists,.,.,Communist-allied civil servants were arrested in connection to a recent coup attempt.,JO,AS,1957-06-01,1957-6
567,568,663.0,6637.1958,66307001958.0,Jordan,7,0,1958,,attempted coup,0,No,1.0,Hussein,royal ruler,12 army officers,.,.,12 army officers were arrested for attempting a coup.,JO,AS,1958-07-01,1958-7
568,569,663.0,63332059,66303201959.0,Jordan,3,20,1959,,conspiracy coup,0,No,1.0,Hussein,royal ruler,Pro-Nasser army officers incl. Maj-Gen. Sadden Shareh,.,.,Pro-Nasser army officers were arrested en masse for conspiring to overthrow the monarchy,JO,AS,1959-03-01,1959-3
569,570,663.0,6639.197,66309001970.0,Jordan,9,0,1970,,attempted coup,0,No,1.0,Hussein,royal ruler,PLO insurgents,.,.,PLO insurgents launched a campaign in September designed to bring down the monarchy. The campaign failed in the face of fierce military resistance.,JO,AS,1970-09-01,1970-9
570,571,663.0,66311.1972,66311001972.0,Jordan,11,0,1972,,conspiracy coup,0,No,1.0,Hussein,royal ruler,Libyan-backed army officers,.,.,Bankers and army officers backed by Libya conspired to overthrow the monarchy by military coup.,JO,AS,1972-11-01,1972-11
571,572,501.0,5014870,50104081970.0,Kenya,4,8,1970,,conspiracy coup,0,No,1.0,Jomo Kenyatta,President,Daniel Owino,.,.,Daniel Owino conspired to overthrow the government.,KE,AF,1970-04-01,1970-4
572,573,501.0,5018182,50108011982.0,Kenya,8,1,1982,,attempted coup,0,No,1.0,Daniel arap Moi,President,Air Force rebels and some civilians,.,.,Air Force troops attempted to overthrow the government. Their attempt failed as most rebel soldiers ended up looting. Loyal military forces put down the coup.,KE,AF,1982-08-01,1982-8
573,574,703.0,70351503,70305152003.0,Kyrgyzstan,5,15,2003,,attempted coup,0,No,1.0,Askar Akayev,President,Adyl Karimov,.,.,Karimov led a coup attempted against Akayev during a period of political purges and accusations of neo-Soviet rule.,KG,AS,2003-05-01,2003-5
574,575,703.0,7034405,70304042005.0,Kyrgyzstan,4,4,2005,,coup,0,No,1.0,Askar Akayev,President,popular uprising,Ishenbai Kadyrbekov,president,Alleged voter fruad led to organized mass protests against the corruption and repression of the Akayev regime,KG,AS,2005-04-01,2005-4
587,588,660.0,6607749,66007071949.0,Lebanon,7,7,1949,,attempted coup,0,No,1.0,Riad Al Solh,prime minister,"Antoun Saadeh, Syrian National Party",.,.,The Syrian Socialist Nationalist Party launched its first uprising with the goal of overthrowing the government. The government defeated the attempt with a harsh crackdown,LB,AS,1949-07-01,1949-7
588,589,660.0,660123161,66012311961.0,Lebanon,12,31,1961,,attempted coup,0,No,1.0,Fouad Chehab,president,Syrian Social Nationalist Party and a few army officers,.,.,The Syrian Socialist nationalist Party attempted another coup against the Chehab regime. The repressive nature of the Chehab regime was cited as a cause. The regime violently suppressed the coup and the party.,LB,AS,1961-12-01,1961-12
589,590,660.0,66031676,66003161976.0,Lebanon,3,16,1976,,attempted coup,0,No,1.0,Suleiman Frangieh,president,"Brig. Abdul-Aziz Ahdab, Maj.Gen. Saeed, Lt. Khatib",.,.,A military coup led by Abdul-Aziz Ahdab failed.,LB,AS,1976-03-01,1976-3
590,591,570.0,57013070,57001301970.0,Lesotho,1,30,1970,,coup,auto-coup,Yes,0.0,Leabua Jonathan,prime minister,Leabua Jonathan,Leabua Jonathan,dictator,Jonathan declared a state of emergency after failing to release election results. He suspended the legislature and constitutional restraints on his power.,LS,AF,1970-01-01,1970-1
591,592,570.0,5701774,57001071974.0,Lesotho,1,7,1974,,attempted coup,0,No,1.0,Leabua Jonathan,prime minister,Basutoland Congress Party,.,.,The defeated Congress Party launched an uprising against the government. The uprising was defeated and several of the leaders were convicted of treason.,LS,AF,1974-01-01,1974-1
592,593,570.0,570121983,57012191983.0,Lesotho,12,19,1983,,conspiracy coup,0,No,1.0,Leabua Jonathan,prime minister,Charles Molap,.,.,Charles Molap plotted to overthrow the Jonathan government.,LS,AF,1983-12-01,1983-12
593,594,570.0,57012086,57001201986.0,Lesotho,1,20,1986,,coup,Coup,Yes,0.0,Leabua Jonathan,prime minister,Maj-Gen. Justin Lekhanya,Justin Lekhanya,Military Council Chairman,"General Lekhanya discovered he was being fooled to fund an insurgency against himself and South Africa. In response, he overthrew the Jonathan government at the behest of his own soldiers and South Africa. He became the junta chairman alongside the King who he gave increased powers to.",LS,AF,1986-01-01,1986-1
594,595,570.0,57021990,57002191990.0,Lesotho,2,19,1990,,conspiracy coup,0,No,1.0,Justin Lekhanya,Military Council Chairman,"Col. T. Letsie, Lt-Col. J. S. Letsie, Col. A. K. Mosoeunyane, Maj. P. M. Mokhanto",.,.,Several officers conspired to overthrow Gen. Lekhanya.,LS,AF,1990-02-01,1990-2
595,596,570.0,,57011121990.0,Lesotho,11,12,1990,,coup,auto-coup,Yes,0.0,King Moshoeshoe II,royal ruler,Justin Lekhanya,Justin Lekhanya,Military Council Chairman,Lekhanya launched a self-coup against the King in order to consolidate all power in his adminstration.,LS,AF,1990-11-01,1990-11
